,review,sentiment
787,"theirs is a simple and heart-warming story , full of mirth that should charm all but the most cynical .",1
788,cho 's fans are sure to be entertained ; it 's only fair in the interest of full disclosure to say that -- on the basis of this film alone -- i 'm not one of them .,0
789,"while it would be easy to give crush the new title of two weddings and a funeral , it 's a far more thoughtful film than any slice of hugh grant whimsy .",1
790,"while benigni -lrb- who stars and co-wrote -rrb- seems to be having a wonderful time , he might be alone in that .",0
791,"smith 's point is simple and obvious -- people 's homes are extensions of themselves , and particularly eccentric people have particularly eccentric living spaces -- but his subjects are charmers .",1
792,"divertingly ridiculous , headbangingly noisy .",0
793,extremely boring .,0
794,"an impossible romance , but we root for the patronized iranian lad .",1
795,"i doubt anyone will remember the picture by the time christmas really rolls around , but maybe it 'll be on video by then .",0
796,eight crazy nights is a showcase for sandler 's many talents .,1
797,too lazy to take advantage of its semi-humorous premise .,0
798,"if there 's a way to effectively teach kids about the dangers of drugs , i think it 's in projects like the -lrb- unfortunately r-rated -rrb- paid .",1
799,you 'll be more entertained getting hit by a bus .,0
800,"an enjoyable film for the family , amusing and cute for both adults and kids .",1
801,it 's a glorious groove that leaves you wanting more .,1
802,"there are touching moments in etoiles , but for the most part this is a dull , dour documentary on what ought to be a joyful or at least fascinating subject .",0
803,"more honest about alzheimer 's disease , i think , than iris .",1
804,"what 's at stake in this film is nothing more than an obsolete , if irritating , notion of class .",0
805,"offensive in the way it exploits the hot-button issue of domestic abuse for cheap thrills and disgusting in the manner it repeatedly puts a small child in jeopardy , treating her as little more than a prop to be cruelly tormented .",0
806,some movies are like a tasty hors-d'oeuvre ; this one is a feast .,1
807,it would n't be my preferred way of spending 100 minutes or $ 7.00 .,0
808,"you might not want to hang out with samantha , but you 'll probably see a bit of yourself in her unfinished story .",1
809,a monster combat thriller as impersonal in its relentlessness as the videogame series that inspired it .,0
810,effectively feeds our senses with the chilling sights and sounds from within the camp to create a completely numbing experience .,1
811,life is a crock -- or something like it .,0
812,a richly imagined and admirably mature work from a gifted director who definitely has something on his mind .,1
813,"from spiritual rebirth to bruising defeat , vincent 's odyssey resonates in a profound way , comparable to the classic films of jean renoir .",1
814,"is n't quite the equal of woo 's best earlier work , but it 's easily his finest american film ... comes close to recapturing the brilliance of his hong kong films .",1
815,"the weight of water uses water as a metaphor for subconscious desire , but this leaky script barely stays afloat .",0
816,automatically pegs itself for the straight-to-video sci-fi rental shelf .,0
817,"one minute , you think you 're watching a serious actioner ; the next , it 's as though clips from the pink panther strikes again and\/or sailor moon have been spliced in .",0
818,"director benoit jacquot , making his first opera-to-film translation with tosca , conveys the heaving passion of puccini 's famous love-jealousy - murder-suicide fandango with great cinematic innovation .",1
819,"a boring , wincingly cute and nauseatingly politically correct cartoon guaranteed to drive anyone much over age 4 screaming from the theater .",0
820,"never quite transcends jokester status ... and the punchline does n't live up to barry 's dead-eyed , perfectly chilled delivery .",0
821,choppy editing and too many repetitive scenes spoil what could have been an important documentary about stand-up comedy .,0
822,makes an aborbing if arguable case for the man 's greatness .,1
823,"an unsatisfying hybrid of blair witch and typical stalk-and-slash fare , where the most conservative protagonist is always the last one living .",0
824,"the diversity of the artists represented , both in terms of style and ethnicity , prevents the proceedings from feeling repetitious , as does the appropriately brief 40-minute running time .",1
825,"unfortunately , they 're sandwiched in between the most impossibly dry account of kahlo 's life imaginable .",0
